"year","sex","age","comp_use","employment","employment_type","hours_worked","employees_workplace","importance_comp","complexity_comp","experience","sector","skill_change","ethnicity","region","hourly_pay","weight","employees_comp","pid","highest_qualification","knowledge_share","experience_share"
2017,1,48,NA,1,1,38,2,1,4,23,1,1,1,10,40.4858283996582,3886,1,1071,1,33.3333333333333,66.6666666666667
2012,2,54,1,1,1,-3,1,3,2,32,1,1,1,9,NA,4281,3,1071,1,21.7821782178218,78.2178217821782
2012,1,52,1,1,1,37,4,2,2,36,1,3,1,3,10.8108110427856,6047,1,1072,1,34.020618556701,65.979381443299
1997,2,38,NA,1,2,12,4,2,1,21,2,1,4,9,8.60000038146973,10572,NA,1073,4,25,75
2017,1,55,NA,1,1,37,3,3,1,37,1,3,1,4,17.1517658233643,5923,2,1073,1,28.8,71.2
2012,1,49,1,1,2,17,2,1,2,25,1,3,1,8,8,18284,5,1073,1,26.2135922330097,73.7864077669903
2012,2,45,1,1,2,27,4,3,1,20,2,1,1,7,NA,3605,1,1074,1,28.6666666666667,71.3333333333333
1997,1,53,NA,1,1,32,5,1,1,35,1,1,1,9,7.45192289352417,16597,NA,1076,1,21.2121212121212,78.7878787878788
2012,2,51,1,1,1,45,3,1,2,35,1,1,1,10,12.5,719,5,1076,1,22.2222222222222,77.7777777777778
2012,1,28,1,1,1,37,5,1,2,10,2,3,1,10,13.5,2989,2,1077,1,26.3157894736842,73.6842105263158
2012,2,55,2,1,1,48,3,4,7,25,1,1,1,1,6.80000019073486,3355,5,1078,1,26.8041237113402,73.1958762886598
2012,1,25,2,1,2,15,4,4,7,6,1,3,1,10,8.39999961853027,4244,3,1079,1,25.2525252525253,74.7474747474748
1997,1,52,NA,1,1,40,3,1,3,35,1,1,1,9,7.21153831481934,15283,NA,1081,NA,31.6455696202532,68.3544303797468
2012,2,41,1,1,2,-3,3,3,1,25,1,1,1,10,6,884,1,1081,1,13.1578947368421,86.8421052631579
1997,2,58,NA,1,1,38,2,1,2,42,1,3,1,9,7.33805656433105,4798,NA,1082,3,22.4137931034483,77.5862068965517
2012,2,49,1,1,1,38,5,1,1,22,1,1,1,10,6.5,791,2,1082,1,24.6753246753247,75.3246753246753
1997,1,43,NA,1,1,38,5,3,2,26,1,3,1,9,7.33805656433105,6135,NA,1084,NA,28.695652173913,71.304347826087
1997,2,49,NA,1,2,12,3,5,NA,23,1,2,1,9,6.40000009536743,10530,NA,1085,1,20.5479452054795,79.4520547945205
2012,2,34,1,1,2,32,4,1,1,13,1,1,3,5,18.0288467407227,11654,1,1088,2,25,75
2012,1,35,1,1,1,55,2,2,1,19,1,1,1,10,15.7342662811279,2276,5,1091,1,25.4545454545455,74.5454545454545
1997,2,37,NA,1,1,40,2,5,NA,14,1,1,1,9,3.25,4358,NA,1092,1,13.3333333333333,86.6666666666667
2012,1,44,1,1,1,30,3,5,NA,22,2,1,1,3,7.46999979019165,4719,5,1092,2,16,84
2012,1,32,1,1,1,37,4,3,1,15,1,2,1,3,NA,13864,1,1093,2,20.6896551724138,79.3103448275862
2012,1,39,1,1,2,35,2,1,3,21,1,1,1,9,23.0769233703613,6774,2,1094,3,21.6,78.4
2012,2,33,1,1,1,37,4,1,4,15,3,1,1,6,21.8295230865479,10477,4,1096,1,23.943661971831,76.056338028169
1997,2,60,NA,1,2,35,3,5,NA,43,1,3,1,9,3.54999995231628,5729,NA,1097,1,22.3684210526316,77.6315789473684
2012,1,40,2,1,1,39,3,5,NA,10,1,NA,1,10,10.2564105987549,945,5,1097,NA,24.6376811594203,75.3623188405797
2017,1,35,NA,1,1,40,2,1,4,12,1,1,3,8,31.7307682037354,11238,1,1099,1,25.7142857142857,74.2857142857143
2012,1,55,2,1,1,-3,NA,4,2,36,1,3,1,8,NA,5233,NA,1099,2,26.1363636363636,73.8636363636364
2017,2,33,NA,1,2,20,NA,3,1,3,2,1,2,11,8.65384578704834,8721,2,1100,4,23.7704918032787,76.2295081967213
2012,2,26,2,1,1,37,2,4,1,6,1,3,1,11,NA,9461,5,1100,1,29.1139240506329,70.8860759493671
1997,2,51,NA,1,2,23,1,5,NA,26,2,1,1,9,4.44000005722046,10313,NA,1101,2,29.1666666666667,70.8333333333333
2017,2,46,NA,1,2,16,2,1,1,NA,1,1,1,4,NA,4487,1,1101,NA,25.2032520325203,74.7967479674797
2012,2,48,1,1,1,30,5,5,NA,24,2,3,1,3,8,7211,1,1101,1,22.7722772277228,77.2277227722772
2017,2,35,NA,1,2,20,2,5,NA,NA,1,3,1,5,NA,4687,1,1102,1,17.2413793103448,82.7586206896552
1997,2,31,NA,1,1,37,4,1,2,14,2,1,1,9,5.19750499725342,4251,NA,1102,2,28.0487804878049,71.9512195121951
2012,1,35,1,1,1,60,3,1,2,14,1,1,1,10,19.5512809753418,2563,3,1103,1,23.6641221374046,76.3358778625954
1997,2,42,NA,1,1,35,3,1,3,21,2,1,1,9,6.48999977111816,13228,NA,1103,3,30.7692307692308,69.2307692307692
2017,1,51,NA,1,1,60,3,1,1,35,1,3,1,9,NA,10985,1,1104,1,27.5229357798165,72.4770642201835
2012,2,46,1,1,1,30,3,1,2,29,1,3,1,3,6.23000001907349,4904,4,1106,1,29.6875,70.3125
2012,2,40,1,1,1,35,4,1,3,13,3,NA,1,2,9.89011001586914,4656,1,1107,2,21.25,78.75
2012,2,42,1,1,1,50,3,3,2,19,2,3,1,2,15.1119222640991,5179,3,1108,1,16.6666666666667,83.3333333333333
1997,1,42,NA,1,1,60.0000038146973,2,1,2,20,1,NA,1,6,5.44871807098389,14044,NA,1108,3,26.8292682926829,73.1707317073171
2012,2,54,1,1,1,45,3,1,2,31,2,1,1,10,16.2393169403076,2429,1,1109,1,24.113475177305,75.886524822695
2017,1,35,NA,1,1,40,2,1,2,13,1,1,1,10,19.230770111084,1751,1,1109,4,25.2336448598131,74.7663551401869
1997,1,37,NA,1,1,42,4,1,3,20,1,1,1,6,6.86813163757324,13540,NA,1110,1,29.5918367346939,70.4081632653061
2017,1,56,NA,1,1,42,2,1,2,35,1,2,1,10,27.4725284576416,2200,1,1110,1,21.6783216783217,78.3216783216783
2012,1,48,1,1,1,45,2,1,2,30,1,1,1,8,NA,13559,1,1111,1,21.9298245614035,78.0701754385965
2017,2,24,NA,1,1,40,4,2,2,3,1,1,1,10,10.5769233703613,3794,4,1111,1,32.2916666666667,67.7083333333333
2012,2,39,1,1,2,25,3,4,1,19,NA,3,1,10,NA,812,5,1112,NA,27.7777777777778,72.2222222222222
2017,2,48,NA,1,1,37,2,1,2,30,1,3,1,10,7.79625797271729,1858,5,1113,1,27.7777777777778,72.2222222222222
2012,1,32,1,1,1,42,5,3,2,10,2,3,1,7,7.14835596084595,6857,1,1113,1,22.1153846153846,77.8846153846154
2017,2,29,NA,1,1,37,2,1,3,10,1,1,1,10,9.87525939941406,3591,1,1114,1,23.9263803680982,76.0736196319018
2012,2,45,1,1,1,40,NA,5,NA,20,1,2,1,8,6.07999992370605,9415,6,1114,4,30.2325581395349,69.7674418604651
2012,2,31,1,1,1,45,5,1,3,4,2,3,1,1,30,5827,1,1115,3,25.3846153846154,74.6153846153846
1997,1,39,NA,1,1,42,4,5,NA,24,2,1,1,6,4.5,5853,NA,1115,1,25.3012048192771,74.6987951807229
1997,2,54,NA,1,1,37,5,1,4,37,2,1,1,6,6.30000019073486,4798,NA,1116,3,31.6326530612245,68.3673469387755
2017,2,22,NA,1,1,37,4,1,2,1,2,NA,1,10,8.83575820922852,2387,1,1116,1,25,75
2017,1,30,NA,1,1,37,4,2,2,8,1,1,1,10,8.65384674072266,3693,4,1117,1,22.1052631578947,77.8947368421053
2012,2,25,1,1,1,37,3,1,2,2,1,1,1,4,11.2352533340454,12218,1,1117,1,23.3333333333333,76.6666666666667
2017,2,49,NA,1,2,24,3,1,3,22,2,1,1,4,11.5473442077637,10822,1,1118,4,35.2941176470588,64.7058823529412
2012,1,39,2,1,1,45,2,4,1,18,1,3,1,3,9,12654,5,1118,1,16.504854368932,83.495145631068
2012,2,58,1,1,1,55,2,1,2,39,1,3,1,3,10.4895105361938,4563,2,1119,2,20.9459459459459,79.0540540540541
2017,2,46,NA,1,1,-3,5,1,2,29,1,1,1,2,NA,9479,1,1119,1,25.9259259259259,74.0740740740741
1997,1,45,NA,1,1,45,2,3,1,29,1,1,1,6,6.22222232818604,14044,NA,1119,2,25,75
2017,2,34,NA,1,1,40,4,1,2,14,1,1,1,2,12.9807691574097,5795,1,1120,2,19.8347107438017,80.1652892561983
2012,2,25,2,1,1,37,NA,5,NA,6,2,1,1,3,7.57000017166138,9461,5,1120,1,15.3846153846154,84.6153846153846
2012,1,21,1,1,1,45,2,2,1,0,1,1,1,10,6.07999992370605,1358,2,1121,1,25,75
1997,1,36,NA,1,1,40,4,5,NA,20,1,1,4,6,6.1538462638855,5250,NA,1121,1,19.1011235955056,80.8988764044944
1997,2,25,NA,1,2,6,4,5,NA,6,1,NA,1,6,7.53999996185303,10280,NA,1122,1,20,80
2017,2,52,NA,1,2,20,5,1,3,15,1,NA,1,10,9.375,3531,1,1123,1,28.2828282828283,71.7171717171717
2017,1,37,NA,1,1,40,2,1,2,21,1,1,1,10,7.50577402114868,3315,3,1124,1,26.1437908496732,73.8562091503268
2017,2,31,NA,1,1,35,5,1,3,13,1,1,1,1,12.9120874404907,5795,1,1125,1,29.0697674418605,70.9302325581395
2017,2,40,NA,1,2,18,2,1,2,17,3,1,1,9,12.8205127716064,9479,1,1126,1,23.9583333333333,76.0416666666667
2012,1,30,2,1,2,24,2,4,1,14,1,3,1,2,7,6327,5,1126,2,33.3333333333333,66.6666666666667
2017,1,35,NA,1,2,32,2,1,4,10,1,1,1,8,21.0336532592773,25660,3,1127,2,34.7222222222222,65.2777777777778
2012,2,54,2,1,2,20,4,5,NA,38,1,2,1,2,10.1000003814697,6710,6,1127,1,11.5942028985507,88.4057971014493
2017,2,47,NA,1,2,28,2,4,1,22,1,1,1,5,6.18131875991821,10822,5,1129,1,16.5217391304348,83.4782608695652
2017,2,24,NA,1,1,40,3,1,3,1,1,NA,1,1,8.66050815582275,15318,5,1131,2,34.7368421052632,65.2631578947368
2012,2,31,1,1,1,-3,2,2,1,13,1,3,1,5,NA,5296,5,1131,1,21.0084033613445,78.9915966386555
2017,2,38,NA,1,2,20,2,4,5,14,NA,1,1,8,NA,28977,6,1132,1,20,80
1997,2,52,NA,1,2,32,2,3,2,21,2,1,1,6,6,5156,NA,1133,1,17.741935483871,82.258064516129
2012,2,32,2,1,1,36,2,4,7,13,1,1,1,9,7.19999980926514,8112,6,1133,NA,29.4573643410853,70.5426356589147
2017,2,47,NA,1,2,8,5,5,NA,15,1,2,1,2,31.25,4487,5,1134,2,21.6494845360825,78.3505154639175
2012,2,24,2,1,1,32,2,4,7,5,2,1,1,1,NA,4730,5,1134,1,27.3584905660377,72.6415094339623
1997,1,53,NA,1,1,50,3,5,NA,36,1,3,1,6,6.1538462638855,11344,NA,1135,NA,25,75
2017,2,56,NA,1,1,34,3,1,1,39,2,1,1,2,11.418285369873,5665,1,1135,1,23.3576642335766,76.6423357664234
2012,2,24,1,1,2,22,2,1,3,2,2,NA,1,4,11.7919578552246,20386,2,1135,1,33.3333333333333,66.6666666666667
1997,1,23,NA,1,1,50,2,4,2,4,1,NA,1,6,4,6428,NA,1136,1,39.622641509434,60.377358490566
2012,1,45,1,1,1,38,1,1,4,23,1,3,1,3,50.6072883605957,27118,1,1136,2,25.8064516129032,74.1935483870968
1997,1,23,NA,1,1,38,4,2,1,6,1,3,1,6,4.5,5672,NA,1137,3,9.09090909090909,90.9090909090909
1997,2,20,NA,1,1,40,2,5,NA,3,1,NA,1,6,1.125,10313,NA,1138,2,28.8135593220339,71.1864406779661
2012,1,29,1,1,1,40,4,2,1,8,1,1,1,1,14.423077583313,17051,2,1139,1,22.4,77.6
1997,1,38,NA,1,1,42,5,1,1,22,1,1,1,6,3.75999999046326,4902,NA,1139,2,25.5813953488372,74.4186046511628
1997,1,42,NA,1,1,36,4,1,1,28,1,1,1,6,12,11814,NA,1140,2,24.5283018867925,75.4716981132076
2012,1,40,1,1,1,40,4,4,1,23,1,1,1,1,8.69999980926514,12996,4,1140,1,32.9411764705882,67.0588235294118
2017,2,37,NA,1,1,42,3,3,2,13,1,1,4,8,6.8681321144104,9373,3,1141,1,27.1028037383178,72.8971962616822
2017,1,46,NA,1,2,22,2,4,5,20,2,3,1,10,9.09090900421143,1833,6,1142,2,21.9178082191781,78.0821917808219
1997,1,53,NA,1,1,50,4,5,NA,39,1,3,1,6,6.30000019073486,5672,NA,1142,NA,22.7272727272727,77.2727272727273
1997,1,25,NA,1,1,45,2,5,NA,9,1,1,1,6,6.09999990463257,19284,NA,1143,2,29.6296296296296,70.3703703703704
2017,1,45,NA,1,1,45,5,1,2,23,1,1,1,9,37.6068382263184,6601,1,1144,4,25.2631578947368,74.7368421052632
2012,2,21,1,1,1,40,4,4,1,1,1,NA,1,3,6.19999980926514,11274,1,1144,1,30,70
2012,2,45,1,1,1,38,4,1,2,15,1,1,1,3,6.5,4656,4,1145,1,26.605504587156,73.394495412844
1997,1,47,NA,1,1,40,4,2,3,24,2,3,1,6,12.0192308425903,14044,NA,1145,4,28.0487804878049,71.9512195121951
2017,2,51,NA,1,1,30,2,3,5,30,1,3,1,2,6.15858364105225,13743,6,1145,1,20.4545454545455,79.5454545454545
2012,2,33,2,1,1,42,4,5,NA,8,1,NA,1,11,6.07999992370605,4056,5,1146,3,21.9047619047619,78.0952380952381
2012,2,48,2,1,1,40,2,4,1,33,1,3,1,11,15.3846158981323,8593,5,1147,1,29.9065420560748,70.0934579439252
1997,1,39,NA,1,1,50,2,2,3,17,1,1,1,6,15.384614944458,6770,NA,1148,4,27.5510204081633,72.4489795918367
2012,1,35,1,1,1,55,4,1,3,12,1,3,1,3,10.4895105361938,7627,1,1148,4,30,70
2017,2,36,NA,1,1,30,2,4,2,20,2,1,1,10,9.93589782714844,1359,1,1148,3,20,80
2017,2,53,NA,1,1,38,2,2,2,33,2,3,1,10,14.4230766296387,1602,3,1149,4,24.4094488188976,75.5905511811024
1997,1,36,NA,1,1,48,4,1,3,20,1,1,1,6,NA,5914,NA,1151,3,33.6363636363636,66.3636363636364
1997,1,45,NA,1,1,42,4,2,2,27,1,1,1,6,16.0256404876709,12269,NA,1153,4,25.3731343283582,74.6268656716418
2017,2,37,NA,1,2,12,3,4,1,14,1,2,1,2,7.69822931289673,9714,1,1154,2,17.5438596491228,82.4561403508772
2017,2,59,NA,1,2,21,5,1,2,35,2,1,1,7,27.4725284576416,4503,1,1155,2,23.9130434782609,76.0869565217391
1997,1,54,NA,1,1,100,5,5,NA,38,1,NA,1,6,NA,7641,NA,1155,1,26.8292682926829,73.1707317073171
2017,2,31,NA,1,2,20,3,1,2,10,2,3,1,8,17.3076915740967,10517,1,1156,2,19.8019801980198,80.1980198019802
1997,2,29,NA,1,2,25,5,1,2,11,2,1,1,6,8.5,9597,NA,1157,1,26.9565217391304,73.0434782608696
2017,2,51,NA,1,2,22,3,1,2,32,2,1,1,5,20.9790210723877,4503,1,1157,4,24.8322147651007,75.1677852348993
2012,2,41,1,1,1,37,3,1,2,23,2,2,4,5,16.3721408843994,5179,1,1157,4,25,75
2017,2,39,NA,1,1,39,2,1,2,16,1,1,1,2,23.1755409240723,4606,1,1158,1,27.8688524590164,72.1311475409836
2017,2,55,NA,1,1,43,4,1,3,30,1,3,1,2,18.3363151550293,4748,1,1159,1,23.5772357723577,76.4227642276423
1997,2,21,NA,1,1,35,4,1,2,0,1,NA,1,6,7,9597,NA,1160,1,30,70
2017,2,30,NA,1,1,35,3,4,2,15,1,3,1,3,6.59340667724609,8721,5,1160,1,23.728813559322,76.271186440678
2012,2,44,1,1,1,37,5,1,3,23,2,3,1,10,17.671516418457,1565,1,1161,1,32.967032967033,67.032967032967
1997,2,20,NA,1,1,60.0000038146973,3,1,3,4,1,NA,1,6,3.20512819290161,14395,NA,1161,2,21.8390804597701,78.1609195402299
2017,2,23,NA,1,1,37,5,1,3,6,2,1,1,3,NA,15318,2,1161,1,26,74
1997,1,31,NA,1,1,55,3,3,2,13,1,1,1,6,8.39160823822021,5250,NA,1162,1,25.8928571428571,74.1071428571429
2017,2,35,NA,1,2,22,4,1,3,14,1,1,1,3,18.7937068939209,9744,1,1162,1,29.4736842105263,70.5263157894737
2017,1,53,NA,1,1,30,1,4,2,37,3,1,1,5,11.5473442077637,11847,6,1163,1,27.2727272727273,72.7272727272727
1997,2,30,NA,1,1,40,4,1,2,9,2,1,1,6,5.76923084259033,8502,NA,1163,4,26.1904761904762,73.8095238095238
2012,1,48,1,1,1,44,2,1,2,22,1,1,1,10,9.61538505554199,945,1,1163,2,38.3561643835616,61.6438356164384
2017,1,36,NA,1,1,40,2,5,NA,20,1,2,1,10,7.50577402114868,1782,5,1164,1,22.3529411764706,77.6470588235294
2012,2,55,1,1,1,30,NA,1,2,39,2,3,1,10,12.0512819290161,728,1,1164,1,25.5639097744361,74.4360902255639
2017,1,50,NA,1,1,37,3,1,2,32,1,3,1,10,12.629937171936,1846,1,1165,4,25.1748251748252,74.8251748251748
1997,1,58,NA,1,1,45,5,2,2,42,1,2,1,6,6.83760690689087,5532,NA,1166,2,21.5189873417722,78.4810126582278
2012,2,45,1,1,1,37,4,1,3,26,2,1,1,10,9.0956335067749,824,1,1166,2,32.2916666666667,67.7083333333333
2017,1,33,NA,1,1,37,2,2,2,17,2,1,1,10,12.9937629699707,4502,1,1167,1,25.2873563218391,74.7126436781609
2012,1,50,2,1,2,22,2,5,NA,28,1,3,1,10,6.07999992370605,1077,5,1167,NA,15.5172413793103,84.4827586206897
2017,2,51,NA,1,1,38,5,1,2,34,1,1,1,8,25.3036441802979,13508,1,1168,1,29.4117647058824,70.5882352941177
2012,2,43,2,1,2,16,2,3,1,18,1,1,1,10,5.05196285247803,606,5,1168,1,25.2336448598131,74.7663551401869
1997,1,43,NA,1,1,50,3,1,1,26,1,1,1,6,13.8461542129517,7022,NA,1168,2,33.0188679245283,66.9811320754717
2017,2,38,NA,1,1,40,4,1,2,17,1,1,1,8,8.99038505554199,9714,1,1169,4,28.8888888888889,71.1111111111111
2012,1,47,2,1,1,55,4,5,NA,32,1,3,1,5,8.38000011444092,6498,5,1169,1,15.3846153846154,84.6153846153846
2017,2,40,NA,1,1,36,2,2,2,16,3,3,4,8,13.3547010421753,10822,1,1170,2,22.7848101265823,77.2151898734177
2012,1,49,1,1,1,40,5,1,4,30,1,3,1,9,15.3846158981323,6889,1,1170,1,27.8260869565217,72.1739130434783
1997,1,40,NA,1,1,60.0000038146973,4,5,NA,24,2,3,1,6,6.91666650772095,6071,NA,1171,1,12.5,87.5
2012,2,25,1,1,1,38,2,2,2,2,1,NA,1,3,15.1821870803833,24436,1,1171,2,15.8536585365854,84.1463414634146
2017,1,34,NA,1,1,40,2,3,3,12,1,3,3,8,23.0946884155273,7223,1,1171,4,23.2758620689655,76.7241379310345
2012,2,50,1,1,1,37,3,1,2,11,2,1,1,3,16.1122665405273,19279,1,1172,2,27.6422764227642,72.3577235772358
2017,2,46,NA,1,1,45,3,1,3,20,1,1,1,8,NA,16232,1,1172,4,20,80
2017,2,38,NA,1,2,21,2,2,2,17,2,3,1,11,16.4835166931152,10517,5,1173,4,24.4755244755245,75.5244755244755
2012,2,49,1,1,2,-3,2,2,3,22,2,NA,1,10,25,1740,1,1174,2,25,75
2017,2,54,NA,1,2,28,2,1,2,31,2,1,1,11,NA,15421,1,1174,1,22.8571428571429,77.1428571428572
1997,2,58,NA,1,2,21,2,2,2,35,1,2,1,6,5.49450540542603,9597,NA,1174,3,34.375,65.625
2017,1,33,NA,1,2,24,4,1,1,6,2,1,3,3,16.0256404876709,6415,1,1175,4,20.3703703703704,79.6296296296296
1997,1,40,NA,1,1,45,4,1,2,22,1,3,1,6,17.0940170288086,7022,NA,1175,2,26.8518518518519,73.1481481481482
2012,1,51,1,1,1,45,2,1,3,35,1,2,1,6,8.5470085144043,6309,1,1175,1,28,72
2012,1,27,1,1,1,39,4,1,3,6,2,1,1,6,15.7790937423706,7996,1,1176,1,23.469387755102,76.530612244898
2017,1,35,NA,1,1,37,5,1,4,10,1,3,3,3,16.6320171356201,6060,1,1176,4,31.25,68.75
2012,1,34,1,1,1,40,2,2,2,17,1,1,1,5,9.25,15501,4,1177,1,24.6153846153846,75.3846153846154
2017,2,25,NA,1,2,17,3,3,1,7,1,3,1,7,29.4117641448975,6565,3,1177,NA,26.4150943396226,73.5849056603774
2017,2,52,NA,1,1,40,3,1,2,34,2,1,2,7,13.9423084259033,4503,1,1178,1,25,75
2012,1,56,2,1,1,48,2,5,NA,38,1,3,1,6,7.61217927932739,6047,1,1178,2,22.2222222222222,77.7777777777778
2017,1,36,NA,1,1,40,2,2,2,16,1,1,1,4,13.75,14446,3,1179,1,26.1904761904762,73.8095238095238
1997,1,24,NA,1,1,40,4,4,1,2,1,NA,1,6,10.0961542129517,11853,NA,1180,4,27.8350515463918,72.1649484536082
1997,2,32,NA,1,2,23,2,1,2,14,1,2,1,6,5,8502,NA,1181,1,30.2631578947368,69.7368421052632
2012,2,31,1,1,1,45,2,1,2,12,2,3,1,6,17.0940170288086,5238,1,1181,1,22.3140495867769,77.6859504132231
2017,2,59,NA,1,2,13,3,1,2,30,2,1,1,8,8.87573909759521,5665,1,1181,1,30.7692307692308,69.2307692307692
1997,2,48,NA,1,1,39,4,1,4,24,1,3,1,6,10.848126411438,5483,NA,1182,2,34.2105263157895,65.7894736842105
2012,2,23,1,1,1,40,4,1,4,7,1,1,1,3,7,12353,1,1182,1,27.891156462585,72.108843537415
2017,1,49,NA,1,2,17,4,4,5,NA,1,3,1,10,7.52615118026733,3666,6,1183,1,20.5882352941176,79.4117647058823
1997,2,44,NA,1,2,19,4,2,1,10,2,3,1,6,6.42712545394897,13228,NA,1183,2,22.9508196721311,77.0491803278689
1997,1,34,NA,1,1,40,3,1,2,17,1,1,1,6,NA,5250,NA,1184,1,28.9156626506024,71.0843373493976
2012,2,49,2,1,1,33,5,3,2,30,1,3,1,2,6.1100001335144,9415,5,1185,1,24.0963855421687,75.9036144578313
1997,1,54,NA,1,1,60.0000038146973,3,4,1,39,1,3,1,6,13.1410255432129,7641,NA,1186,2,29.8850574712644,70.1149425287356
2012,1,39,1,1,1,37,5,1,2,20,1,3,1,2,10.3950099945068,15501,1,1186,1,28,72
2017,1,36,NA,1,1,40,2,3,5,6,1,3,3,5,9.08653831481934,11434,6,1186,1,23.9316239316239,76.0683760683761
1997,1,39,NA,1,1,37,3,3,2,21,2,3,1,6,14,5914,NA,1187,4,29.2307692307692,70.7692307692308
2012,1,44,1,1,1,55,NA,1,3,20,1,3,1,7,NA,6095,1,1187,4,34.9397590361446,65.0602409638554
1997,2,49,NA,1,1,40,3,1,2,25,1,1,1,6,5.24038457870483,13228,NA,1189,3,28.9156626506024,71.0843373493976
2012,2,55,1,1,2,12,3,3,1,8,1,1,3,3,NA,3355,5,1189,2,28.8659793814433,71.1340206185567
2017,2,30,NA,1,2,23,5,1,2,8,2,1,1,8,21.7391300201416,10517,1,1189,1,24.0740740740741,75.9259259259259
1997,1,40,NA,1,1,50,3,1,3,18,1,3,1,6,8.65384578704834,14044,NA,1190,4,26.9662921348315,73.0337078651685
2017,2,33,NA,1,1,38,2,4,2,11,1,1,1,3,6.83198404312134,8721,4,1191,1,16.5217391304348,83.4782608695652
2017,2,42,NA,1,2,30,4,1,2,17,1,3,1,10,27.2435894012451,3372,1,1192,4,22.3404255319149,77.6595744680851
1997,2,36,NA,1,2,9,3,5,NA,13,2,NA,1,8,3.97000002861023,9137,NA,1193,1,31.5789473684211,68.4210526315789
2012,2,30,1,1,1,37,2,1,2,6,1,1,1,11,19.4906444549561,10477,1,1193,1,25.6410256410256,74.3589743589744
2012,2,40,2,1,2,24,2,5,NA,13,1,3,1,2,6.5,3605,5,1194,2,29.3333333333333,70.6666666666667
2017,2,50,NA,1,1,60,3,1,3,24,1,2,1,1,19.230770111084,10280,1,1195,4,31.7307692307692,68.2692307692308
2017,1,43,NA,1,1,38,4,1,2,27,2,1,1,3,16.1943321228027,18706,4,1196,4,23.5772357723577,76.4227642276423
1997,1,26,NA,1,1,38,4,3,1,10,1,3,1,8,5.10870838165283,5532,NA,1197,1,27.0588235294118,72.9411764705882
2017,1,39,NA,1,2,29,4,2,2,21,1,1,1,8,7.96368551254272,5925,2,1197,1,29.8969072164948,70.1030927835051
2012,1,57,1,1,1,40,4,1,1,42,1,3,1,2,NA,5233,3,1197,2,23.6842105263158,76.3157894736842
2017,2,46,NA,1,1,30,4,1,2,28,2,2,1,8,7.69822931289673,4487,1,1198,2,25.2100840336134,74.7899159663866
1997,2,47,NA,1,2,42,5,1,2,32,1,1,1,8,4.8600001335144,9446,NA,1198,1,27.1186440677966,72.8813559322034
2012,2,28,1,1,1,40,4,1,3,5,3,1,1,8,12.9807691574097,12867,1,1198,1,29.3103448275862,70.6896551724138
2017,1,59,NA,1,1,50,5,1,2,37,1,3,1,8,38.4615364074707,14121,1,1199,4,22.1374045801527,77.8625954198473
1997,2,41,NA,1,2,24,2,2,1,25,1,1,1,8,4.09999990463257,4409,NA,1199,1,31.6831683168317,68.3168316831683
2012,2,20,2,1,1,35,2,1,2,1,3,1,1,10,6.80000019073486,1589,6,1200,1,21.4285714285714,78.5714285714286
2012,1,37,1,1,1,-3,3,2,2,20,1,1,1,10,NA,1063,NA,1201,1,25.2873563218391,74.7126436781609
1997,2,47,NA,1,1,45,3,1,3,18,1,1,1,8,6.62393140792847,12180,NA,1202,3,26.8817204301075,73.1182795698925
2012,2,30,1,1,1,32,3,1,2,9,2,NA,1,11,9.43509578704834,5517,1,1202,2,29.0322580645161,70.9677419354839
2017,2,49,NA,1,1,40,3,1,1,NA,NA,NA,1,8,NA,5963,NA,1203,4,22.6027397260274,77.3972602739726
2012,1,39,1,1,1,60,5,1,4,15,1,3,1,8,192.45573425293,6774,1,1203,4,28.4552845528455,71.5447154471545
1997,1,45,NA,1,1,45,4,2,2,23,3,2,1,8,16.5,12643,NA,1204,4,30.2325581395349,69.7674418604651
2017,1,57,NA,1,1,37,2,1,2,40,1,3,1,9,16.3721408843994,7060,2,1205,1,23.2,76.8
2012,2,45,1,1,1,32,2,1,1,18,1,1,1,1,6.98000001907349,15790,5,1206,1,14.2857142857143,85.7142857142857
1997,1,44,NA,1,1,40,4,1,1,24,1,NA,2,8,4.69000005722046,10168,NA,1207,1,20.9677419354839,79.0322580645161
2017,1,41,NA,1,1,42,4,1,3,20,1,1,1,8,22.8937721252441,14864,1,1207,1,22.3140495867769,77.6859504132231
2017,1,58,NA,1,2,16,1,5,NA,32,1,3,3,7,9.61538505554199,5923,2,1208,1,25.6756756756757,74.3243243243243
2012,1,39,1,1,1,37,1,1,3,23,1,1,1,10,12,2126,1,1209,1,31.0344827586207,68.9655172413793
2012,2,22,1,1,1,35,2,3,2,1,3,1,1,10,10,3079,1,1210,1,25.2336448598131,74.7663551401869
1997,2,34,NA,1,2,10,4,5,NA,16,1,3,1,8,4.21999979019165,5076,NA,1210,1,6.25,93.75
2012,1,58,1,1,1,48,3,3,2,35,1,3,1,10,9.61538410186768,2032,4,1211,2,25,75
2017,1,36,NA,1,1,40,3,2,1,15,2,1,1,6,16.8269233703613,14446,1,1211,4,22.3021582733813,77.6978417266187
1997,2,46,NA,1,1,43,4,2,2,23,1,1,1,8,4.19999980926514,18270,NA,1212,1,23.5294117647059,76.4705882352941
2012,1,56,1,1,1,36,NA,1,2,40,1,2,1,8,13.3547010421753,10467,1,1212,1,28.9719626168224,71.0280373831776
2012,1,45,2,1,1,45,3,5,NA,27,1,3,1,10,8.25,1092,2,1213,1,24.8062015503876,75.1937984496124
